Date,Open,High,Low,Close,Adj Close,Volume
2/17/2010,9.255714,9.255714,9.061429,9.215714,9.215714,8134000
2/18/2010,9.13,9.467143,9.127143,9.442857,9.442857,8806000
2/19/2010,9.407143,9.581429,9.361429,9.521429,9.521429,8813000
2/22/2010,9.577143,9.614286,9.115714,9.324286,9.324286,35298200
2/23/2010,9.265714,9.321429,9.167143,9.192857,9.192857,13049400
2/24/2010,9.244286,9.34,9.165714,9.241429,9.241429,12005700
2/25/2010,9.141429,9.374286,9.014286,9.372857,9.372857,10717700
2/26/2010,9.38,9.547143,9.328571,9.435714,9.435714,8620500
3/1/2010,9.431429,9.964286,9.431429,9.957143,9.957143,12866700
3/2/2010,9.998571,10,9.831429,9.854286,9.854286,11956700
3/3/2010,9.447143,9.77,9.374286,9.65,9.65,22049300
3/4/2010,9.6,9.795714,9.591429,9.715714,9.715714,7063000
3/5/2010,9.75,9.814286,9.575714,9.664286,9.664286,9117500
3/8/2010,9.712857,9.822857,9.688571,9.811429,9.811429,6064100
3/9/2010,9.742857,10.192857,9.735714,9.991429,9.991429,14179900
3/10/2010,10.038571,10.221429,10.01,10.182857,10.182857,7744800
3/11/2010,10.157143,10.227143,10.061429,10.17,10.17,8457400
3/12/2010,10.021429,10.071429,9.902857,9.997143,9.997143,9369500
3/15/2010,9.997143,9.997143,9.88,9.942857,9.942857,7012600
3/16/2010,9.935714,10.121429,9.935714,10.09,10.09,8498000
3/17/2010,10.128571,10.248571,10.057143,10.131429,10.131429,4390400
3/18/2010,10.101429,10.161429,10.062857,10.077143,10.077143,3593100
3/19/2010,10.1,10.128571,10.01,10.064286,10.064286,9905700
3/22/2010,10.05,10.428571,10.007143,10.412857,10.412857,7216300
3/23/2010,10.428571,10.498571,10.29,10.422857,10.422857,4979100
3/24/2010,10.418571,10.452857,10.321429,10.338571,10.338571,3399900
3/25/2010,10.382857,10.714286,10.365714,10.505714,10.505714,8349600
3/26/2010,10.504286,10.701429,10.477143,10.614286,10.614286,5427800
3/29/2010,10.7,10.714286,10.521429,10.557143,10.557143,5602100
3/30/2010,10.7,10.807143,10.632857,10.722857,10.722857,7662200
3/31/2010,10.614286,10.722857,10.531429,10.534286,10.534286,5714800
4/1/2010,10.517143,10.814286,10.517143,10.714286,10.714286,13577200
4/5/2010,10.797143,11.437143,10.795714,11.427143,11.427143,16663500
4/6/2010,11.488571,11.995714,11.405714,11.91,11.91,27422500
4/7/2010,11.727143,11.767143,11.314286,11.39,11.39,25214700
4/8/2010,11.324286,11.714286,11.324286,11.69,11.69,13912500
4/9/2010,11.584286,11.785714,11.49,11.774286,11.774286,11563300
4/12/2010,11.757143,11.892857,11.65,11.882857,11.882857,9430400
4/13/2010,11.897143,12.378571,11.857143,12.34,12.34,17424400
4/14/2010,12.422857,12.728571,12.26,12.51,12.51,18056500
4/15/2010,12.464286,12.552857,12.214286,12.404286,12.404286,11999400
4/16/2010,12.351429,12.414286,12.025714,12.187143,12.187143,10971800
4/19/2010,12.178571,12.371429,11.824286,12.114286,12.114286,13470800
4/20/2010,12.154286,12.488571,12.122857,12.438571,12.438571,12414500
4/21/2010,12.635714,12.714286,12.198571,12.425714,12.425714,24311700
4/22/2010,13,14.641429,12.95,14.321429,14.321429,90442100
4/23/2010,14.287143,14.365714,13.765714,14.247143,14.247143,29817900
4/26/2010,14.348571,15.671429,14.348571,15.452857,15.452857,47215000
4/27/2010,15.01,15.151429,14.518571,14.581429,14.581429,34263600
4/28/2010,14.504286,14.68,13.971429,14.198571,14.198571,22770300
4/29/2010,14.401429,14.85,14.194286,14.738571,14.738571,18078200
4/30/2010,14.835714,14.838571,14.082857,14.128571,14.128571,13059200
5/3/2010,14.28,14.83,14.142857,14.57,14.57,13974100
5/4/2010,14.288571,14.412857,13.978571,14.194286,14.194286,15383900
5/5/2010,13.93,14.527143,13.744286,14.032857,14.032857,14749700
5/6/2010,13.871429,14.427143,12.857143,13.852857,13.852857,24448900
5/7/2010,13.857143,14.285714,12.918571,13.012857,13.012857,25908400
5/10/2010,13.747143,13.994286,13.572857,13.928571,13.928571,18567500
5/11/2010,13.664286,14.592857,13.654286,14.26,14.26,23100700
5/12/2010,14.527143,15.415714,14.49,15.404286,15.404286,27244700
5/13/2010,15.492857,17.071428,15.315714,15.715714,15.715714,71549800
5/14/2010,15.071429,15.138571,14.29,14.365714,14.365714,34964300
5/17/2010,14.495714,15.291429,14.472857,15.192857,15.192857,31577700
5/18/2010,15.055714,15.39,14.371429,14.572857,14.572857,27498100
5/19/2010,14.434286,14.927143,13.908571,14.372857,14.372857,22927100
5/20/2010,13.821429,13.995714,13.284286,13.57,13.57,28922600
5/21/2010,13.061429,14.284286,12.972857,14.21,14.21,30009000
5/24/2010,14.482857,14.908571,14.287143,14.517143,14.517143,18433100
5/25/2010,13.928571,15,13.857143,15,15,23362500
5/26/2010,15.35,15.547143,14.797143,14.971429,14.971429,33401900
5/27/2010,15.428571,15.57,15.071429,15.551429,15.551429,19626600
5/28/2010,15.552857,16.277143,15.457143,15.878571,15.878571,28188300
6/1/2010,15.608571,15.882857,15.297143,15.327143,15.327143,15894900
6/2/2010,15.557143,15.865714,14.97,15.825714,15.825714,18494000
6/3/2010,15.991429,16.38143,15.701429,15.978571,15.978571,18261600
6/4/2010,15.697143,16.385714,15.362857,15.682857,15.682857,21744100
6/7/2010,15.685714,16.177143,15.321429,15.594286,15.594286,26215700
6/8/2010,15.867143,16.071428,15.328571,15.761429,15.761429,24122700
6/9/2010,16.139999,16.838572,16.031429,16.49,16.49,39731300
6/10/2010,16.860001,17.125713,16.624287,16.951429,16.951429,24768100
6/11/2010,16.782858,17.364286,16.657143,17.241428,17.241428,28693700
6/14/2010,17.628571,18.280001,17.542856,18.115713,18.115713,34783000
6/15/2010,17.857143,17.884287,17.46143,17.642857,17.642857,31710700
6/16/2010,17.542856,18,17.145714,17.809999,17.809999,30639700
6/17/2010,17.935715,18.257143,17.771429,17.98,17.98,18610900
6/18/2010,17.99,18.157143,17.78857,18.059999,18.059999,17446100
6/21/2010,18.005714,18.1,16.771429,16.998571,16.998571,26078500
6/22/2010,17.074286,17.200001,16.297144,16.632856,16.632856,27733300
6/23/2010,16.821428,17,16.28857,16.824286,16.824286,14732900
6/24/2010,16.697144,16.837143,16.372856,16.464287,16.464287,13636700
6/25/2010,16.487143,16.945715,16.071428,16.854286,16.854286,18129300
6/28/2010,16.952856,17.125713,16.602858,16.80143,16.80143,11553500
6/29/2010,16.488571,16.547144,16.01,16.082857,16.082857,20429500
6/30/2010,15.712857,16.184286,15.427143,15.521429,15.521429,26104400
7/1/2010,15.542857,15.78,14.752857,15.665714,15.665714,22759800
7/2/2010,15.808571,15.92,15.185714,15.297143,15.297143,11218200
7/6/2010,15.628571,15.915714,15.184286,15.324286,15.324286,15773800
7/7/2010,15.545714,16.928572,15.325714,16.927143,16.927143,28483700
7/8/2010,17.145714,17.535713,16.455713,16.71143,16.71143,26282900
7/9/2010,16.597143,16.834286,16.325714,16.790001,16.790001,12726000
7/12/2010,16.85,17.214287,16.728571,17.054285,17.054285,13410600
7/13/2010,17.345715,17.387142,16.835714,17.274286,17.274286,17581200
7/14/2010,17.217142,17.714287,17.014286,17.571428,17.571428,13643700
7/15/2010,17.38143,17.464287,17.034286,17.30143,17.30143,15295700
7/16/2010,17.242857,17.282858,16.821428,16.912857,16.912857,14473200
7/19/2010,16.824286,17.161428,16.450001,16.985714,16.985714,13239100
7/20/2010,16.735714,17.271429,16.364286,17.19857,17.19857,17623900
7/21/2010,17.435715,17.657143,16.982857,17.092857,17.092857,33055400
7/22/2010,15.642857,16.067142,14.535714,14.794286,14.794286,95617900
7/23/2010,14.997143,15.535714,14.601429,15.385714,15.385714,33507600
7/26/2010,15.501429,15.57,14.508571,14.684286,14.684286,32959500
7/27/2010,15,15.065714,14.647143,14.87,14.87,22699600
7/28/2010,14.827143,14.908571,14.242857,14.33,14.33,34626900
7/29/2010,14.36,14.45,13.618571,14.002857,14.002857,35392700
7/30/2010,14.241429,14.74,14.077143,14.65,14.65,30704800
8/2/2010,14.86,15,14.424286,14.554286,14.554286,24295600
8/3/2010,14.437143,14.961429,14.104286,14.915714,14.915714,30139200
8/4/2010,14.995714,15.5,14.957143,15.447143,15.447143,24243100
8/5/2010,15.318571,15.814286,15.071429,15.79,15.79,24296300
8/6/2010,15.527143,16.964287,15.411429,16.902857,16.902857,48693400
8/9/2010,16.857143,16.992857,16.372856,16.700001,16.700001,21420000
8/10/2010,16.200001,18.068571,16.171429,17.85857,17.85857,90987400
8/11/2010,17.431429,18.345715,17.335714,18.067142,18.067142,71350300
8/12/2010,17.77857,19.114286,17.717142,19.007143,19.007143,71959300
8/13/2010,18.917143,19.195715,18.610001,18.894285,18.894285,47224800
8/16/2010,18.805714,19.700001,18.668571,19.602858,19.602858,42668500
8/17/2010,19.928572,20.128571,18.935715,18.995714,18.995714,59518900
8/18/2010,18.428572,18.592857,17.905714,17.957144,17.957144,59725400
8/19/2010,17.678572,18.53857,17.655714,18.32,18.32,46575900
8/20/2010,18.24,18.68,18.215714,18.565714,18.565714,24221400
8/23/2010,18.642857,18.925714,18.071428,18.128571,18.128571,26871600
8/24/2010,17.940001,17.950001,17.29143,17.325714,17.325714,36478400
8/25/2010,17.144285,17.837143,17.092857,17.75,17.75,20053600
8/26/2010,17.984285,18.244286,17.768572,17.977142,17.977142,28499100
8/27/2010,18.049999,18.225714,17.554285,18.014286,18.014286,21134400
8/30/2010,17.892857,17.957144,17.51,17.585714,17.585714,18643100
8/31/2010,17.408571,18.135714,17.401428,17.931429,17.931429,24219300
9/1/2010,18.695715,19.464287,18.444286,19.272858,19.272858,58268000
9/2/2010,19.185715,19.797144,18.944286,19.714287,19.714287,36800400
9/3/2010,20,20.357143,19.72143,19.782858,19.782858,34800500
9/7/2010,19.701429,20.421429,19.657143,20.255714,20.255714,32400200
9/8/2010,20.512857,21.105715,20.482857,20.857143,20.857143,38980200
9/9/2010,21.185715,21.39143,20.685715,20.811428,20.811428,27959400
9/10/2010,20.947144,20.981428,20.628571,20.879999,20.879999,18475100
9/13/2010,21.344286,21.421429,21,21.134287,21.134287,23407300
9/14/2010,21.102858,21.27,20.871429,20.950001,20.950001,20414100
9/15/2010,20.941429,20.941429,20.374287,20.445715,20.445715,24116400
9/16/2010,20.392857,20.5,20.018572,20.071428,20.071428,28531300
9/17/2010,20.34,20.35,20.002857,20.065714,20.065714,23191000
9/20/2010,20.285713,20.571428,20.002857,20.412857,20.412857,37009000
9/21/2010,20.5,21.228571,20.444286,21.02857,21.02857,32460400
9/22/2010,21.440001,22.424286,21.328571,22.418571,22.418571,62444900
9/23/2010,22.68,23.388571,22.63143,22.924286,22.924286,81991000
9/24/2010,23.445715,23.874287,23,23.172857,23.172857,65331000
9/27/2010,22.928572,23.737143,22.768572,23.57,23.57,41696900
9/28/2010,23.549999,23.57,22.784286,23.122856,23.122856,38302600
9/29/2010,22.912857,24.392857,22.888571,24.375713,24.375713,54484500
9/30/2010,24.549999,24.914286,23.125713,23.165714,23.165714,72002700
10/1/2010,22.942858,22.957144,21.972857,22.094286,22.094286,58912700
10/4/2010,21.860001,22.684286,21.652857,22.341429,22.341429,47406800
10/5/2010,22.785713,22.85857,22.030001,22.308571,22.308571,41052900
10/6/2010,22.07,22.678572,21.20857,21.467142,21.467142,47487300
10/7/2010,21.524286,22.012857,21.262857,21.632856,21.632856,28767900
10/8/2010,21.719999,21.857143,21.15,21.377144,21.377144,24377500
10/11/2010,21.534286,22.354286,21.46143,21.955713,21.955713,28622300
10/12/2010,21.959999,22.261429,21.644285,22.19857,22.19857,25449200
10/13/2010,22.585714,22.785713,22.001429,22.087143,22.087143,22960700
10/14/2010,21.987143,22.394285,21.648571,21.825714,21.825714,21929600
10/15/2010,21.932858,22.261429,21.722857,22.245714,22.245714,24075100
10/18/2010,22.344286,22.378571,21.717142,21.857143,21.857143,19976600
10/19/2010,21.472857,21.775715,21.049999,21.332857,21.332857,25627700
10/20/2010,21.428572,22.252857,21.142857,21.878571,21.878571,63282100
10/21/2010,24.219999,24.991428,23.797144,24.67,24.67,111769000
10/22/2010,23.871429,24.497143,23.705713,24.014286,24.014286,49298900
10/25/2010,24.175714,24.264286,23.58,23.834286,23.834286,25864300
10/26/2010,23.871429,25.651428,23.864286,25.374287,25.374287,73645600
10/27/2010,25.614286,26.39143,25.08,25.5,25.5,64831200
10/28/2010,25.571428,25.602858,24.72143,25.1,25.1,26392100
10/29/2010,24.991428,25.114286,24.188572,24.795713,24.795713,41610800
11/1/2010,24.85,24.857143,23.671429,23.91,23.91,34553400
11/2/2010,23.812857,24.768572,23.794287,24.515715,24.515715,38203200
11/3/2010,24.662857,24.862858,24.147142,24.494286,24.494286,27377000
11/4/2010,24.764286,24.775715,23.799999,23.974285,23.974285,41218800
11/5/2010,24.405714,24.415714,23.837143,24.014286,24.014286,21994000
11/8/2010,23.832857,24.362858,23.60857,24.161428,24.161428,28799400
11/9/2010,24.25,24.985714,24.202856,24.351429,24.351429,40275900
11/10/2010,24.285713,25.322857,24.092857,25.267143,25.267143,38518900
11/11/2010,24.988571,25.527143,24.792856,25.02,25.02,29417500
11/12/2010,24.941429,25.27,24.299999,24.714287,24.714287,29166900
11/15/2010,24.561428,24.79143,23.954287,24.042856,24.042856,31976700
11/16/2010,23.822857,24.175714,23.367144,23.628571,23.628571,27365800
11/17/2010,23.530001,24.072857,23.431429,23.811428,23.811428,18810400
11/18/2010,24.227142,24.4,24.002857,24.047144,24.047144,17776500
11/19/2010,24.05143,24.75,23.972857,24.719999,24.719999,22594600
11/22/2010,25.867144,26.957144,25.857143,26.902857,26.902857,71804600
11/23/2010,26.604286,27.442858,26.577143,26.815714,26.815714,47708500
11/24/2010,27.272858,27.404285,26.688572,26.967142,26.967142,28202300
11/26/2010,26.907143,27.497143,26.828571,27.414286,27.414286,21292600
11/29/2010,27.715714,28.571428,27.5,28.417143,28.417143,49387800
11/30/2010,28.285713,29.542856,27.935715,29.414286,29.414286,83170500
12/1/2010,29.688572,29.89143,28.267143,28.591429,28.591429,74986800
12/2/2010,27.747143,28.064285,27.334286,27.63143,27.63143,59782800
12/3/2010,27.815714,27.885714,26.371429,26.492857,26.492857,62869800
12/6/2010,26.701429,27.667143,26.612858,27.638571,27.638571,47777100
12/7/2010,28.178572,28.485714,27.072857,27.115713,27.115713,49305200
12/8/2010,26.444286,26.927143,25.912857,26.889999,26.889999,73343900
12/9/2010,27.142857,27.44857,26.512857,27.292856,27.292856,47335400
12/10/2010,28.197144,28.281429,27.5,27.804285,27.804285,47511800
12/13/2010,27.507143,27.515715,26.071428,26.257143,26.257143,50047200
12/14/2010,25.877144,26.1,25.30143,25.492857,25.492857,63529900
12/15/2010,25.465714,25.917143,25.08,25.5,25.5,44511600
12/16/2010,25.507143,26.104286,25.47143,25.950001,25.950001,34080900
12/17/2010,26.151428,26.357143,25.655714,25.717142,25.717142,103407500
12/20/2010,25.828571,25.864286,25.219999,25.435715,25.435715,32995900
12/21/2010,25.809999,26.644285,25.644285,26.605715,26.605715,40583900
12/22/2010,26.731428,27.10857,26.371429,26.478571,26.478571,29177400
12/23/2010,26.482857,26.484285,25.935715,26.36857,26.36857,21014700
12/27/2010,25.735714,25.834286,25.394285,25.715714,25.715714,26189100
12/28/2010,25.59,26.338572,25.502857,26.238571,26.238571,27215300
12/29/2010,26.292856,26.357143,25.74,25.752857,25.752857,19399100
12/30/2010,25.714287,25.764286,25.531429,25.685715,25.685715,14743400
12/31/2010,25.578571,25.677143,25.075714,25.1,25.1,21562800
1/3/2011,25,25.838572,24.785713,25.487143,25.487143,39956000
1/4/2011,25.907143,26.414286,25.469999,25.91,25.91,44065700
1/5/2011,25.878571,26.112858,25.530001,25.675714,25.675714,31799600
1/6/2011,25.168571,25.67,25.092857,25.427143,25.427143,31991400
1/7/2011,25.524286,25.792856,25.197144,25.614286,25.614286,22155000
1/10/2011,25.671429,26.85,25.597143,26.84,26.84,43674400
1/11/2011,27.059999,27.328571,26.53857,26.664286,26.664286,32522700
1/12/2011,26.85857,27,26.392857,26.985714,26.985714,21098700
1/13/2011,26.92,27.478571,26.714287,27.355715,27.355715,29903300
1/14/2011,27.258572,27.607143,26.969999,27.354286,27.354286,19575500
1/18/2011,27.352858,27.834286,27.081429,27.668571,27.668571,18580800
1/19/2011,27.544287,27.692858,27.002857,27.267143,27.267143,21740600
1/20/2011,26.688572,26.889999,25.9,26.428572,26.428572,38231200
1/21/2011,26.408571,26.511429,25.955713,26.012857,26.012857,24908100
1/24/2011,25.712856,26.345715,25.152857,26.280001,26.280001,26971700
1/25/2011,26.14143,26.692858,25.937143,26.677143,26.677143,21464100
1/26/2011,26.771429,26.798571,25.975714,26.147142,26.147142,59841600
1/27/2011,29.592857,30.255714,29.225714,30.124287,30.124287,129042200
1/28/2011,30.241428,31.142857,29.807142,31.139999,31.139999,62805400
1/31/2011,30.442858,30.93,30.037144,30.582857,30.582857,41064100
2/1/2011,30.661428,30.968571,30.292856,30.414286,30.414286,28660800
2/2/2011,29.818571,30.524286,29.75,30.18,30.18,33358500
2/3/2011,30.15,30.474285,29.959999,30.212856,30.212856,21245700
2/4/2011,30.422857,31.571428,30.29143,31.438572,31.438572,44262400
2/7/2011,31.827143,31.83,31.122856,31.145714,31.145714,25432400
2/8/2011,31.178572,31.19857,30.877144,31.09,31.09,17367700
2/9/2011,31.04143,31.997143,31.04143,31.755714,31.755714,28954100
2/10/2011,31.567142,32.142857,31.472857,31.885714,31.885714,21756700
2/11/2011,32.034286,33.085712,31.988571,33.009998,33.009998,46299400
2/14/2011,33.668571,35.364285,33.509998,35.364285,35.364285,78523900
2/15/2011,34.784286,34.950001,34.001431,34.398571,34.398571,48073900
2/16/2011,34.672855,34.984287,33.762856,33.959999,33.959999,45555300
2/17/2011,33.695713,34.542858,33.437141,33.66143,33.66143,39449200
2/18/2011,33.968571,34.052856,33.055714,33.644287,33.644287,32113200
2/22/2011,32.195713,32.772858,31.530001,31.657143,31.657143,55374200
2/23/2011,30.792856,31.128571,29.341429,30.171429,30.171429,68933200
2/24/2011,30.357143,30.912857,30.040001,30.74,30.74,31628800
2/25/2011,30.661428,31.07,30.15,30.348572,30.348572,29468600
2/28/2011,30.549999,30.615713,29,29.524286,29.524286,40524400
3/1/2011,29.457144,29.637142,28.678572,29.232857,29.232857,39839100
3/2/2011,29.285713,29.642857,28.821428,29.175714,29.175714,33028800
3/3/2011,29.5,29.584286,28.621429,29.052856,29.052856,35263200
3/4/2011,29.107143,30.182858,29.107143,30.102858,30.102858,44178400
3/7/2011,30.675714,30.69857,29.178572,29.628571,29.628571,37129400
3/8/2011,28.6,28.892857,27.765715,27.921429,27.921429,68000100
3/9/2011,27.898571,28.491428,27.302856,27.57,27.57,50239000
3/10/2011,27.297144,29.105715,26.984285,28.574286,28.574286,69890100
3/11/2011,28.888571,29.32,28.587143,29.219999,29.219999,35978600
3/14/2011,29.032858,29.571428,28.402857,28.742857,28.742857,29913800
3/15/2011,28.925714,31.314285,28.857143,31.015715,31.015715,76736800
3/16/2011,31.575714,31.91,30.321428,30.548571,30.548571,59555300
3/17/2011,30.991428,31.38143,30.407143,30.557142,30.557142,28709800
3/18/2011,30.508572,30.634287,29.617144,29.914286,29.914286,38354400
3/21/2011,30.264286,30.954287,29.65,30.405714,30.405714,32550000
3/22/2011,31.53857,31.814285,31.142857,31.627144,31.627144,46892300
3/23/2011,31.72143,32.857143,31.23,32.722858,32.722858,57878800
3/24/2011,33.139999,33.302856,32.331429,32.732857,32.732857,43992900
3/25/2011,32.422855,33.144287,32.368572,32.85857,32.85857,30192400
3/28/2011,33.357143,34.471428,33.334286,33.902859,33.902859,51343600
3/29/2011,33.995712,34.125713,33.57143,33.91143,33.91143,26824700
3/30/2011,34.098572,34.595715,33.867142,33.992859,33.992859,27037500
3/31/2011,33.897144,34.242859,33.577145,33.968571,33.968571,24822700
4/1/2011,34.42857,34.919998,34.342857,34.584286,34.584286,37766400
4/4/2011,34.975716,35.315716,34.681431,34.959999,34.959999,24021900
4/5/2011,34.942856,35.521427,34.610001,34.889999,34.889999,26569200
4/6/2011,35.42857,35.554287,34.045715,34.281429,34.281429,40247200
4/7/2011,33.625713,33.781429,33.004288,33.422855,33.422855,41850200
4/8/2011,33.705715,34.242859,33.241428,33.55143,33.55143,38601500
4/11/2011,33.254288,33.672855,32.354286,32.594288,32.594288,31331300
4/12/2011,32.124287,33.417145,32.058571,33.417145,33.417145,40469800
4/13/2011,33.782856,34.121429,33.181431,34.107143,34.107143,30430400
4/14/2011,33.997143,34.349998,33.392857,33.818569,33.818569,35948500
4/15/2011,33.804287,33.851429,33.318569,33.64143,33.64143,21938700
4/18/2011,33.144287,33.452858,32.574287,33.332855,33.332855,21769300
4/19/2011,33.395714,34.612858,33.122856,34.507141,34.507141,36087800
4/20/2011,34.77,35.072857,34.201427,34.918571,34.918571,29532300
4/21/2011,34.877144,36.045715,34.798573,36.031429,36.031429,36942500
4/25/2011,36.387142,36.425713,35.42857,35.952858,35.952858,71051400
4/26/2011,33.872856,34.604286,32.471428,32.701427,32.701427,110663700
4/27/2011,32.667145,33.80143,32.164288,33.708572,33.708572,56493500
4/28/2011,33.285713,34.205715,33.234287,33.48143,33.48143,30851800
4/29/2011,33.257141,33.638573,33.099998,33.238571,33.238571,21412300
5/2/2011,34.031429,34.267143,33.485714,33.884285,33.884285,35550200
5/3/2011,33.669998,33.705715,32.57143,33.034286,33.034286,32200000
5/4/2011,33.114285,33.142857,32.185715,32.741428,32.741428,33527900
5/5/2011,32.341431,33.397144,32.317142,32.901428,32.901428,27300000
5/6/2011,33.252857,33.305714,32.714287,32.781429,32.781429,22122800
5/9/2011,33.114285,33.828571,33.05143,33.772858,33.772858,28853300
5/10/2011,33.880001,34.214287,33.572857,33.947144,33.947144,26876500
5/11/2011,34.150002,34.642857,34.001431,34.381428,34.381428,33600000
5/12/2011,34.457142,35.25,34.19857,35.110001,35.110001,36400000
5/13/2011,34.875713,35.66,34.761429,35.217144,35.217144,35317100
5/16/2011,35.142857,35.152859,33.471428,33.869999,33.869999,33921300
5/17/2011,33.57143,34.011429,33.015713,33.848572,33.848572,29656200
5/18/2011,33.914288,34.814285,33.894287,34.648571,34.648571,30947000
5/19/2011,34.785713,35.055714,34.442856,34.675713,34.675713,23732800
5/20/2011,34.511429,35.27,34.451427,35.128571,35.128571,30755900
5/23/2011,34.717144,35.697144,34.285713,35.404285,35.404285,35000000
5/24/2011,35.69857,36.097141,35.23143,35.371429,35.371429,31802400
5/25/2011,35.419998,37.134285,35.310001,37.067142,37.067142,55647900
5/26/2011,37.042858,37.982857,36.937141,37.67857,37.67857,41690600
5/27/2011,37.785713,37.869999,37.360001,37.787144,37.787144,19627300
5/31/2011,38.17857,38.685715,37.771427,38.685715,38.685715,33658800
6/1/2011,38.495712,39.091431,37.92857,38.18,38.18,41684300
6/2/2011,38.007141,38.997143,37.73143,38.814285,38.814285,30041200
6/3/2011,38.57143,39.462856,38.5,39.099998,39.099998,34934900
6/6/2011,39.052856,39.671429,37.23,37.512856,37.512856,45899000
6/7/2011,37.535713,38.205715,37.254288,37.669998,37.669998,36411200
6/8/2011,37.60857,37.919998,36.92857,37.465714,37.465714,27864200
6/9/2011,37.459999,37.782856,36.885715,37.509998,37.509998,21591500
6/10/2011,37.374287,37.799999,36.831429,36.945713,36.945713,30501800
6/13/2011,37.111427,37.57143,36.39143,36.745712,36.745712,23246300
6/14/2011,37.114285,37.371429,36.562859,37.304287,37.304287,21319200
6/15/2011,37.068569,37.53857,36.612858,36.73143,36.73143,22248100
6/16/2011,36.635715,36.812859,34.894287,35.614285,35.614285,39373600
6/17/2011,35.864285,35.977142,34.957142,35.095715,35.095715,28554400
6/20/2011,34.55143,35.401428,34.302856,35.09,35.09,19649000
6/21/2011,35.098572,36.400002,34.694286,36.235714,36.235714,21613900
6/22/2011,35.971428,36.177143,35.382858,35.522858,35.522858,21876400
6/23/2011,35.02,37.264286,34.957142,36.531429,36.531429,36745800
6/24/2011,36.714287,37.214287,36.298573,36.708572,36.708572,34063400
6/27/2011,36.414288,37.494286,35.94857,37.16,37.16,23160200
6/28/2011,37.417145,38.084286,37.224285,37.869999,37.869999,16490600
6/29/2011,38.14143,38.39143,37.57143,37.848572,37.848572,18239900
6/30/2011,37.814285,37.857143,37.257141,37.527142,37.527142,17966900
7/1/2011,37.437141,38.322857,37.437141,38.284286,38.284286,27940500
7/5/2011,39.42857,41.604286,39.387142,41.375713,41.375713,62904100
7/6/2011,40.950001,41.682858,40.642857,41.565716,41.565716,32587800
7/7/2011,41.918571,42.478573,41.66143,41.774284,41.774284,26770100
7/8/2011,41.18,42.257141,41.017143,42.162857,42.162857,20738200
7/11/2011,42.118572,43.07143,40.985714,41.534286,41.534286,36917300
7/12/2011,41.704285,42.327145,40.971428,41.610001,41.610001,36339800
7/13/2011,42.957142,43.541428,42.371429,42.675713,42.675713,49245000
7/14/2011,42.785713,42.857143,40.751431,40.945713,40.945713,40881400
7/15/2011,41.137142,41.392857,40.23143,40.990002,40.990002,28459200
7/18/2011,40.351429,40.352856,39.177143,39.857143,39.857143,28844200
7/19/2011,40.57143,41.330002,40.562859,41.041428,41.041428,19149200
7/20/2011,40.42857,40.700001,39.717144,40.200001,40.200001,19914300
7/21/2011,40.214287,40.682858,39.30143,39.401428,39.401428,22668800
7/22/2011,38.998569,39.814285,38.650002,39.511429,39.511429,23739800
7/25/2011,40.081429,40.785713,39.628571,40.218571,40.218571,52708600
7/26/2011,36.514286,38.327145,35.922855,38.130001,38.130001,97017900
